label,timestamp,duration,pkg,socket
benchmark,1711387674.842841,1109945.983,21830450.0,0
benchmark,1711388115.5664282,3051360.22,92471504.0,0
benchmark,1711388154.2808433,202581114.39,4044156212.0,0
